locationId,location,parameter,value,date_utc,date_local,unit,latitude,longitude,country,city,isMobile,isAnalysis,entity,sensorType
2848864,"Dabali, Handigaun",um003,3830.160711115057,2024-07-05T19:00:00+00:00,2024-07-06T00:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,2015.2217305501301,2024-07-05T20:00:00+00:00,2024-07-06T01:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1026.7634023030598,2024-07-05T21:00:00+00:00,2024-07-06T02:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,518.444938659668,2024-07-05T22:00:00+00:00,2024-07-06T03:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,512.5634892781576,2024-07-05T23:00:00+00:00,2024-07-06T04:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,469.8690490722656,2024-07-06T00:00:00+00:00,2024-07-06T05:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1121.6428527832031,2024-07-06T01:00:00+00:00,2024-07-06T06:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1327.8238932291667,2024-07-06T02:00:00+00:00,2024-07-06T07:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1691.6535400390626,2024-07-06T03:00:00+00:00,2024-07-06T08:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1515.0456136067708,2024-07-06T04:00:00+00:00,2024-07-06T09:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1848.652392578125,2024-07-06T05:00:00+00:00,2024-07-06T10:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1330.2142893473308,2024-07-06T06:00:00+00:00,2024-07-06T11:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1239.3185153537327,2024-07-06T07:00:00+00:00,2024-07-06T12:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1206.1292225230825,2024-07-06T08:00:00+00:00,2024-07-06T13:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,3004.756640625,2024-07-06T09:00:00+00:00,2024-07-06T14:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,2819.083349609375,2024-07-06T10:00:00+00:00,2024-07-06T15:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,3973.1080322265625,2024-07-06T11:00:00+00:00,2024-07-06T16:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,2613.2833251953125,2024-07-06T12:00:00+00:00,2024-07-06T17:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,4617.372419084822,2024-07-06T13:00:00+00:00,2024-07-06T18:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,6821.142857142857,2024-07-06T14:00:00+00:00,2024-07-06T19:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,5614.757948133681,2024-07-06T15:00:00+00:00,2024-07-06T20:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,2195.43994140625,2024-07-06T16:00:00+00:00,2024-07-06T21:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1967.2547485351563,2024-07-06T17:00:00+00:00,2024-07-06T22:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",um003,1412.9785888671875,2024-07-06T18:00:00+00:00,2024-07-06T23:45:00+05:45,particles/cm³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",pm10,38.355790398337625,2024-07-05T19:00:00+00:00,2024-07-06T00:45:00+05:45,µg/m³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",pm10,19.49970229466756,2024-07-05T20:00:00+00:00,2024-07-06T01:45:00+05:45,µg/m³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",pm10,8.385763963063559,2024-07-05T21:00:00+00:00,2024-07-06T02:45:00+05:45,µg/m³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
2848864,"Dabali, Handigaun",pm10,3.0400297443072,2024-07-05T22:00:00+00:00,2024-07-06T03:45:00+05:45,µg/m³,27.68189114,85.28707804,NP,,False,,Private Organization,low-cost sensor
